stat_id,match_id,player_id,team_id,match_date,minutes_played,goals,assists
ps_wc22_gs_arg_messi,wc2022_arg_ksa_gs,pla_messi,team_arg,2022-11-22,90,1,1
ps_wc22_gs_fra_mbappe,wc2022_fra_aus_gs,pla_mbappe,team_fra,2022-11-22,90,3,0
ps_wc22_gs_arg_alvarez,wc2022_arg_ksa_gs,pla_alvarez,team_arg,2022-11-22,45,0,0
ps_wc22_gs_eng_kane,wc2022_eng_iran_gs,pla_kane,team_eng,2022-11-21,90,3,0
ps_wc22_gs_bra_vinicius,wc2022_bra_srb_gs,pla_vinicius,team_bra,2022-11-24,90,0,1
ps_wc22_gs_srb_mitrovic,wc2022_bra_srb_gs,pla_mitrovic,team_srb,2022-11-24,90,0,0
ps_wc22_r16_arg_messi,wc2022_aus_arg_r16,pla_messi,team_arg,2022-12-03,90,1,0
ps_wc22_r16_arg_alvarez,wc2022_aus_arg_r16,pla_alvarez,team_arg,2022-12-03,90,1,0
ps_wc22_qf_eng_kane,wc2022_fra_eng_qf,pla_kane,team_eng,2022-12-10,90,1,0
ps_wc22_qf_eng_saka,wc2022_fra_eng_qf,pla_saka,team_eng,2022-12-10,90,0,0
ps_wc22_qf_fra_mbappe,wc2022_fra_eng_qf,pla_mbappe,team_fra,2022-12-10,90,2,0
ps_wc22_qf_fra_griezmann,wc2022_fra_eng_qf,pla_griezmann,team_fra,2022-12-10,90,0,1
ps_wc22_qf_cro_modric,wc2022_cro_bra_qf,pla_modric,team_cro,2022-12-09,120,0,0
ps_wc22_qf_cro_perisic,wc2022_cro_bra_qf,pla_perisic,team_cro,2022-12-09,120,0,0
ps_wc22_qf_bra_vinicius,wc2022_cro_bra_qf,pla_vinicius,team_bra,2022-12-09,90,0,0
ps_wc22_qf_bra_richarlison,wc2022_cro_bra_qf,pla_richarlison,team_bra,2022-12-09,90,0,0
ps_wc22_final_arg_messi,wc2022_arg_fra_final,pla_messi,team_arg,2022-12-18,120,2,0
ps_wc22_final_arg_mbappe_track,wc2022_arg_fra_final,pla_mbappe,team_fra,2022-12-18,120,3,0
ps_wc22_final_arg_di_maria,wc2022_arg_fra_final,pla_di_maria,team_arg,2022-12-18,90,1,0
ps_intl_arg_ita_messi,intl_arg_ita_2022,pla_messi,team_arg,2022-06-01,90,2,0
ps_intl_arg_ita_depaul,intl_arg_ita_2022,pla_depaul,team_arg,2022-06-01,90,0,1
ps_intl_fra_cro_griezmann,intl_fra_cro_2023,pla_griezmann,team_fra,2023-03-23,90,0,0
ps_intl_eng_cro_kane,intl_cro_eng_2020,pla_kane,team_eng,2020-10-14,90,1,0
ps_intl_eng_cro_modric,intl_cro_eng_2020,pla_modric,team_cro,2020-10-14,90,0,1
ps_wc18_final_fra_griezmann,wc2018_fra_cro_final,pla_griezmann,team_fra,2018-07-15,90,1,0
ps_wc18_final_fra_mbappe,wc2018_fra_cro_final,pla_mbappe,team_fra,2018-07-15,90,1,0
ps_wc18_final_cro_modric,wc2018_fra_cro_final,pla_modric,team_cro,2018-07-15,90,0,0
ps_wc18_final_cro_perisic,wc2018_fra_cro_final,pla_perisic,team_cro,2018-07-15,90,1,0
ps_wc18_sf_cro_modric,wc2018_cro_eng_sf,pla_modric,team_cro,2018-07-11,120,0,0
ps_wc18_sf_eng_kane,wc2018_cro_eng_sf,pla_kane,team_eng,2018-07-11,120,1,0
ps_wc18_gs_fra_mbappe,wc2018_fra_aus_gs,pla_mbappe,team_fra,2018-06-16,70,1,0
ps_wc18_gs_cro_modric,wc2018_cro_arg_gs,pla_modric,team_cro,2018-06-21,90,0,1
ps_wc18_gs_eng_kane,wc2018_eng_pan_gs,pla_kane,team_eng,2018-06-24,90,2,0
ps_wc22_sui_xhaka,wc2022_srb_sui_gs,pla_xhaka,team_sui,2022-12-02,90,1,0
ps_wc22_uru_suarez,wc2022_gha_uru_gs,pla_suarez,team_uru,2022-12-02,90,0,1
